,id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens,airflow,alteryx,apl,asp.net,assembly,atlassian,aurora,aws,azure,bash,bigquery,bitbucket,c,c++,c/c++,cobol,cognos,crystal,css,dart,dax,docker,dplyr,excel,fortran,gcp,gdpr,ggplot2,git,github,gitlab,go,golang,graphql,groovy,hadoop,html,java,javascript,jira,jquery,js,julia,jupyter,keras,linux,linux/unix,looker,matlab,matplotlib,microstrategy,mongo,mongodb,mssql,mysql,no-sql,node,node.js,nosql,nuix,numpy,outlook,pandas,perl,php,pl/sql,plotly,postgres,postgresql,power_bi,powerpoint,powerpoints,powershell,pyspark,python,pytorch,qlik,r,redis,redshift,rshiny,ruby,rust,sap,sas,scala,scikit-learn,seaborn,selenium,sharepoint,shell,snowflake,solidity,spark,splunk,spreadsheet,spss,sql,ssis,ssrs,swift,t-sql,tableau,tensorflow,terminal,tidyr,twilio,typescript,unix,unix/linux,vb.net,vba,visio,visual_basic,vue,vue.js,word
246,246,77506 to 87195,a year,82350.5,77506.0,87195.0,,82350.5,82350.5,Healthcare Financial Data Analyst - Hybrid,Village Care,Anywhere,via Indeed,"['3 hours ago', '77,506 to 87,195 a year', 'Work from home', 'Full-time', 'Health insurance']",3 hours ago,Full-time,True,00:21.7,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,45 to 47,an hour,46.0,45.0,47.0,46.0,,95680.0,Automation Data Analyst with Visualization - NO C2C,SMCI,Anywhere,via LinkedIn,"['12 hours ago', '45 to 47 an hour', 'Work from home', 'Contractor']",12 hours ago,Contractor,True,00:26.1,"['matplotlib', 'matlab', 'excel', 'c++', 'java', 'numpy', 'sql', 'pandas', 'r', 'tableau', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,140K to 175K,a year,157500.0,140000.0,175000.0,,157500.0,157500.0,Senior Health Data Analyst,Nuna Inc.,Anywhere,via LinkedIn,"['9 hours ago', '140K to 175K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:27.5,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,90K to 115K,a year,102500.0,90000.0,115000.0,,102500.0,102500.0,Azure Cloud Security Analyst,Imperium Data,Anywhere,via LinkedIn,"['8 hours ago', '90K to 115K a year', 'Work from home', 'Full-time', 'No degree mentioned']",8 hours ago,Full-time,True,00:08.7,['azure'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,90K to 115K,a year,102500.0,90000.0,115000.0,,102500.0,102500.0,Data Analyst,Humans Doing,Anywhere,via Indeed,"['13 hours ago', '90K to 115K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:08.7,"['sql', 'r', 'python', 'redshift', 'aws']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,47 to 57,an hour,52.0,47.0,57.0,52.0,,108160.0,Sr Data Analyst  to  Marketing Forecasts & Logistics,"Mavensoft Technologies, LLC.",Anywhere,via Indeed,"['7 hours ago', '47 to 57 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Paid time off']",7 hours ago,Contractor,True,00:08.7,"['alteryx', 'sql', 'r', 'tableau']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,50.60 to 52.40,an hour,51.5,50.6,52.4,51.5,,107120.0,Sr. Data Analyst: Marketing,"RLA Engineering, LLC",Anywhere,via Indeed,"['24 hours ago', '50.60 to 52.40 an hour', 'Work from home', 'Full-time']",24 hours ago,Full-time,True,00:15.9,"['dax', 'tableau', 'outlook', 'sharepoint', 'visio', 'azure', 'powerpoint', 'word', 'sql', 'power_bi', 'excel']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
292,292,75K to 95K,a year,85000.0,75000.0,95000.0,,85000.0,85000.0,"District Data Support Analyst, California College Guidance Initiative",Foundation for California Community Colleges,Anywhere,via LinkedIn,"['13 hours ago', '75K to 95K a year', 'Work from home', 'Full-time']",13 hours ago,Full-time,True,00:18.1,"['jira', 'sql', 'excel', 'aws']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,98.7K to 164K,a year,131350.0,98700.0,164000.0,,131350.0,131350.0,Market Monitor - Economist (Hybrid) (Remote),California ISO,Anywhere,via Built In,"['8 hours ago', '98.7K to 164K a year', 'Work from home', 'Full-time']",8 hours ago,Full-time,True,00:23.7,"['go', 'sas', 'word', 'sql', 'excel', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,331,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Data Analyst Expert Needed,Upwork,Anywhere,via Upwork,"['9 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:33.2,"['power_bi', 'spss', 'excel']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,335,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Statistical Data Analysis using AMOS,Upwork,Anywhere,via Upwork,"['10 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:33.2,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,336,25 to 35,an hour,30.0,25.0,35.0,30.0,,62400.0,R Developer,Upwork,Anywhere,via Upwork,"['15 hours ago', '25 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:33.2,['r'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,70 to 115,an hour,92.5,70.0,115.0,92.5,,192400.0,Stay Interview,Upwork,Anywhere,via Upwork,"['23 hours ago', '70 to 115 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:33.2,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,17 to 30,an hour,23.5,17.0,30.0,23.5,,48880.0,One-way ANOVA + Tukey HSD + Tueky superscripts,Upwork,Anywhere,via Upwork,"['6 hours ago', '17 to 30 an hour', 'Work from home', 'Contractor']",6 hours ago,Contractor,True,00:36.4,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,[Urgent] Data Science Bootcamp Instructor,Upwork,Anywhere,via Upwork,"['8 minutes ago', '35 to 75 an hour', 'Work from home', 'Contractor']",8 minutes ago,Contractor,True,00:36.4,"['matplotlib', 'seaborn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Optimize Google Analytics System,Upwork,Anywhere,via Upwork,"['12 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:36.4,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,346,10 to 25,an hour,17.5,10.0,25.0,17.5,,36400.0,Sales Intelligence platform with intent data,Upwork,Anywhere,via Upwork,"['21 hours ago', '10 to 25 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:36.4,['excel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,347,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Data modelling specialist/ Data Scientist for Email send time...,Upwork,Anywhere,via Upwork,"['19 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor']",19 hours ago,Contractor,True,00:36.4,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,350,30 to 40,an hour,35.0,30.0,40.0,35.0,,72800.0,Data analyst,Upwork,Anywhere,via Upwork,"['23 hours ago', '30 to 40 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:37.8,"['sql', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,351,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Data Analyst Expert Needed,Upwork,Anywhere,via Upwork,"['6 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:37.8,"['power_bi', 'spss', 'excel']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Statistical Data Analysis using AMOS,Upwork,Anywhere,via Upwork,"['6 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor']",6 hours ago,Contractor,True,00:37.8,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,70 to 115,an hour,92.5,70.0,115.0,92.5,,192400.0,Stay Interview,Upwork,Anywhere,via Upwork,"['20 hours ago', '70 to 115 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:37.8,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,358,17 to 30,an hour,23.5,17.0,30.0,23.5,,48880.0,One-way ANOVA + Tukey HSD + Tueky superscripts,Upwork,Anywhere,via Upwork,"['2 hours ago', '17 to 30 an hour', 'Work from home', 'Contractor']",2 hours ago,Contractor,True,00:39.6,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,361,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Optimize Google Analytics System,Upwork,Anywhere,via Upwork,"['8 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:39.6,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,35 to 50,an hour,42.5,35.0,50.0,42.5,,88400.0,Google Analytics 4,Upwork,Anywhere,via Upwork,"['20 hours ago', '35 to 50 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:39.6,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,363,10 to 25,an hour,17.5,10.0,25.0,17.5,,36400.0,Sales Intelligence platform with intent data,Upwork,Anywhere,via Upwork,"['18 hours ago', '10 to 25 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",18 hours ago,Contractor,True,00:39.6,['excel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,35 to 170,an hour,102.5,35.0,170.0,102.5,,213200.0,Actuary/data scientist with experience in risk adjustment required...,Upwork,Anywhere,via Upwork,"['15 hours ago', '35 to 170 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:39.6,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Google Ads / Analytics Mismatch Help,Upwork,Anywhere,via Upwork,"['7 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",7 hours ago,Contractor,True,00:39.6,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,369,10 to 15,an hour,12.5,10.0,15.0,12.5,,26000.0,Data Analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:41.0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,371,12 to 45,an hour,28.5,12.0,45.0,28.5,,59280.0,Commercial data analyst,Upwork,Anywhere,via Upwork,"['13 hours ago', '12 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:41.0,"['sql', 'power_bi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,15 to 17,an hour,16.0,15.0,17.0,16.0,,33280.0,Create a data analysis methodology for Salesforce data,Upwork,Anywhere,via Upwork,"['11 hours ago', '15 to 17 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:41.0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,376,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Help me set up Google tag manager,Upwork,Anywhere,via Upwork,"['11 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:41.0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,377,70 to 150,an hour,110.0,70.0,150.0,110.0,,228800.0,User Comment Data Analysis and Dashboard Creation,Upwork,Anywhere,via Upwork,"['8 hours ago', '70 to 150 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:41.0,['excel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,378,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Causal Inference Statistics Instructor/Analyst,Upwork,Anywhere,via Upwork,"['13 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:42.5,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380,70 to 115,an hour,92.5,70.0,115.0,92.5,,192400.0,Data Scientist for Predictive Software Pricing Model,Upwork,Anywhere,via Upwork,"['11 hours ago', '70 to 115 an hour', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:42.5,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
