TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
UMass Lowell,AE,28,10,99.4,115,0.1581,53.6,54.5,21.3,19.2,25.1,32.9,33.2,38.4,53.2,53.9,36.2,37.1,,-13.2,NA,NA,2016
UMBC,AE,32,7,98.6,117.3,0.1193,50.1,56.6,17.4,19.4,24.9,28.9,42.2,38.8,50.4,56.4,33.1,38,,-20.5,NA,NA,2016
Vermont,AE,36,22,107.3,105.8,0.5414,54.1,49.3,19.2,16.7,28.5,28.2,38.2,37.4,52.6,46.3,38.2,37,,-6.6,NA,NA,2016
Albany,AE,34,21,107.1,103.7,0.5911,51.7,51.2,18.3,17.5,33,23.6,33.4,31.4,50.3,50.7,37.1,34.7,,-6.9,NA,NA,2017
Binghamton,AE,29,12,94.8,109.5,0.1598,48.8,52.2,18.6,17.1,23.5,28.2,30.8,32.2,47.1,51.3,34.4,35.7,,-15.3,NA,NA,2017
Hartford,AE,32,9,92.1,109.9,0.1165,47.5,51.9,20.4,18.4,24.7,34.3,32.6,34.9,45,48.7,33.9,38.9,,-18.1,NA,NA,2017
Maine,AE,31,7,90.5,109.4,0.1021,45.5,53,19.1,16.6,26.9,28.8,29.6,33.5,44.8,52.2,31.2,36.4,,-18.8,NA,NA,2017
New Hampshire,AE,29,20,100.6,102.3,0.4538,50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,49.5,50.1,34.2,32.9,,-6.3,NA,NA,2017
Stony Brook,AE,32,,100,104.7,0.3695,47.1,50.7,15.2,19.7,29.5,28.8,32.8,40.1,45.7,47.5,32.7,37.5,,-8.3,NA,NA,2017
UMass Lowell,AE,30,11,102.9,115.4,0.2112,54.7,53.4,20.8,17.8,27.1,30.7,31.5,38.1,53.1,52.3,38.4,37,,-15.6,NA,NA,2017
UMBC,AE,32,21,107.5,110.2,0.4291,54,52.4,16.3,17.7,24.4,27.3,35,35.1,51.5,52.2,38.5,35.2,,-7.4,NA,NA,2017
Albany,AE,31,22,106.1,104.8,0.5371,50.5,50.6,17.5,17,34.6,24.3,37,27.1,48.7,51.6,36.8,32.6,,-6,NA,NA,2018
Binghamton,AE,29,11,96.1,108.2,0.203,49.7,51.6,18.3,17,25.9,26.7,30,32.4,48.1,48.2,34.8,38.7,,-16,NA,NA,2018
Hartford,AE,32,19,101.8,107,0.3602,52.7,51.1,18.1,18.1,24.9,28.5,31.2,33.4,53.6,50.8,34.4,34.4,,-9,NA,NA,2018
Maine,AE,30,6,91,107.2,0.1328,46,51.4,21.8,18.1,25.5,30.7,29.2,36.7,47.1,51.3,29.6,34.4,,-20.2,NA,NA,2018
New Hampshire,AE,29,10,98,107,0.2671,46.3,50.8,17.4,13.7,28.4,21.4,30.5,41.5,44.3,50.6,32.6,34.1,,-16,NA,NA,2018
Stony Brook,AE,31,13,96.1,100.9,0.3652,47.9,50.5,20,20.8,30.5,28.2,32,41.8,47.5,49.1,32.2,35.3,,-12.7,NA,NA,2018
UMass Lowell,AE,29,12,103.5,113.7,0.2528,52.1,55.4,18.7,20.3,26.3,32.5,39.2,33.5,52.4,55,34.4,37.5,,-14.1,NA,NA,2018
Vermont,AE,34,27,110.7,103.8,0.6759,55.9,50.6,16.9,16.8,26,22.6,41.8,25,53.8,49.9,39.9,34.6,,-0.9,NA,NA,2018
Albany,AE,31,12,97.9,106.8,0.2683,49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,46.9,51,34.8,35.9,,-15.7,NA,NA,2019
Binghamton,AE,31,10,95.9,112.3,0.1407,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,,-17.4,NA,NA,2019
Hartford,AE,32,18,106.8,110.7,0.3988,54.2,52.6,17.8,19.3,25.3,31,33.1,29.9,51.5,53.2,38.2,34.4,,-9.2,NA,NA,2019
Maine,AE,31,5,93,110.9,0.1163,48.6,55.3,22.2,19.1,25.9,27.2,25.6,38.6,49.9,52.7,31,38.7,,-20.9,NA,NA,2019
New Hampshire,AE,27,5,83.7,106.1,0.0613,44,51.5,18.4,16.9,21.5,24.7,21.9,38,39.4,52.1,32.6,33.6,,-20.2,NA,NA,2019
Stony Brook,AE,32,24,97.5,99.6,0.4407,48.1,46,20.7,18.6,33.2,26.1,35.4,36.2,47.7,46.6,32.6,30.1,,-3.8,NA,NA,2019
UMass Lowell,AE,30,15,101.7,112.7,0.2345,53.7,52,19.6,17.9,27,29.8,34.1,32.6,55.1,54.7,34.3,31.6,,-13,NA,NA,2019
UMBC,AE,31,21,94.8,101.3,0.3181,48.4,51.4,18.3,22.9,24.5,24.4,31.1,32.9,49.5,51.8,31.3,34,,-8.1,NA,NA,2019
Connecticut,Amer,35,20,105.3,97.4,0.7109,50,45.2,18.6,17.9,30.2,30.5,32.3,32.6,48.4,42.8,35.4,33.2,,-3.3,NA,NA,2015
East Carolina,Amer,31,12,102.2,106.1,0.393,48.4,50.9,18,19.2,28.2,34.7,29.9,34.1,45.2,53,35.6,31.6,,-10.8,NA,NA,2015
Houston,Amer,32,13,100.9,102.3,0.4593,46.5,49.1,20.5,19.9,33.6,33.7,31.5,33.2,45.2,48.4,32,33.7,,-11.6,NA,NA,2015
Memphis,Amer,32,18,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37,31.6,31.6,38.7,48.1,43.8,32.8,30.4,,-5.4,NA,NA,2015
South Florida,Amer,31,8,97.2,105.4,0.2812,47.3,49.1,20.9,18.8,31.3,34.8,31.6,42.5,47.7,45.4,30.9,37.4,,-14.5,NA,NA,2015
Temple,Amer,37,26,104.3,92.3,0.8029,44.2,44.5,14.6,18.8,31.8,29.2,35.6,33.5,43.4,43.3,30.4,31.4,,-0.4,NA,NA,2015
Tulane,Amer,30,14,97.6,101.8,0.3809,46.4,49.9,19.9,20.3,32.6,29.3,34.7,36.1,45.5,49.6,32,33.7,,-8.9,NA,NA,2015
Tulsa,Amer,33,23,100.6,92.9,0.716,47.1,45.5,17.7,19.7,30.8,28.5,41.4,30.9,46.5,42.8,32.3,33.3,,-0.4,NA,NA,2015
UCF,Amer,29,11,101,109.4,0.2852,49.1,51.3,19.7,15.8,30.7,36.8,35.1,27.2,47.6,50.3,34.5,35.6,,-11.2,NA,NA,2015
East Carolina,Amer,32,12,102.3,104.2,0.4472,49,51.2,19.4,18.4,28.8,32.3,34.6,26.8,47.8,52.2,33.9,33.1,,-10.6,NA,NA,2016
Houston,Amer,32,22,116.2,104.6,0.7703,52.2,47.3,15.4,18.4,35.8,33.3,34.4,36,52.1,48.3,34.8,30.3,,-1.2,NA,NA,2016
Memphis,Amer,34,,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,,-5.6,NA,NA,2016
SMU,Amer,30,25,117.2,97.1,0.8974,55.3,46.6,18.8,18.3,41.2,28.5,33.8,30.4,52.5,44.6,42,33.1,,3.6,NA,NA,2016
South Florida,Amer,33,8,97.6,103.8,0.3312,45.4,47.2,21.9,14.3,34.6,32.5,33,35.6,46.2,46.9,28.6,31.9,,-14.8,NA,NA,2016
Tulane,Amer,34,13,96.8,99.9,0.4118,45.4,48.4,19.5,18.4,32.1,29.8,31.3,36.2,45.5,46.4,30.1,35.2,,-11.1,NA,NA,2016
UCF,Amer,30,12,99.9,102.1,0.4376,49.2,47.1,21.3,13.4,31.3,30.5,37.2,25.1,50.1,46.4,31.8,32.3,,-10.1,NA,NA,2016
Connecticut,Amer,32,16,105.6,98.3,0.6937,48.5,45.6,18.7,16.1,29.9,30.5,34.5,32,46.1,43,35.4,33,,-5.6,NA,NA,2017
East Carolina,Amer,33,15,96.6,97.1,0.4843,45.8,44.7,20.8,17,30.7,31.1,37.4,27.2,44.5,42.6,32,32.5,,-8.4,NA,NA,2017
Houston,Amer,32,22,112.8,98.1,0.8333,51.7,47.1,14.9,20.7,31.8,30.7,28.6,36.8,47.7,45.7,39.4,32.9,,-0.9,NA,NA,2017
Memphis,Amer,32,19,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,,-3.4,NA,NA,2017
South Florida,Amer,30,7,96.5,106.2,0.2504,47.7,51,23.5,19.1,30.6,34,30.7,40.1,45.9,45.1,34.6,39.6,,-14.7,NA,NA,2017
Temple,Amer,32,16,107.9,102.4,0.6461,49.7,49.1,16.6,18.3,27.5,32.2,26.4,32.1,47,47.7,35.6,34.3,,-5.8,NA,NA,2017
Tulane,Amer,31,6,103.3,106.5,0.4129,46.4,53.7,18.8,19.7,29.3,32.5,34.3,40.8,45.2,51.9,32.4,38.1,,-15.5,NA,NA,2017
Tulsa,Amer,32,15,103.7,102.3,0.5395,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,,-6.2,NA,NA,2017
UCF,Amer,36,24,103.8,92.1,0.7975,50.4,42.7,22,14.7,32.6,25.5,39.9,22.3,48.9,39.9,35.2,31.3,,-1.8,NA,NA,2017
Connecticut,Amer,32,14,104.1,105.8,0.4549,47.5,51.1,18.5,18.3,29.4,32.7,32.4,33.9,46.6,48.5,32.6,36.4,,-7,NA,NA,2018
East Carolina,Amer,30,10,96.2,108.7,0.1968,48.3,51.5,20.6,17.3,27.8,32.5,28.7,31.1,49.6,50.6,30.5,35.3,,-13.5,NA,NA,2018
Memphis,Amer,34,21,107.6,106,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37,,-4.4,NA,NA,2018
SMU,Amer,33,17,107.6,99.8,0.7041,52,49.5,18,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,,-6.3,NA,NA,2018
South Florida,Amer,32,10,98.9,107.6,0.2749,48,51.1,21.4,16.5,28.8,30.6,33.1,32.6,44.8,52,36.1,33,,-14.9,NA,NA,2018
Temple,Amer,33,17,107.4,99.3,0.7113,49.3,49.8,15.9,18.7,27.7,32.4,25.6,31.5,47.2,50.5,35,32.4,,-3.3,NA,NA,2018
Tulane,Amer,31,14,105.4,106.2,0.4774,51.5,50.5,18.8,17.2,27.5,30,34.5,34.6,50.9,49.8,35,34.5,,-8.7,NA,NA,2018
Tulsa,Amer,31,19,108.5,101.4,0.6853,50.7,49.5,18.6,17.9,32,29.6,41.6,25.3,49.7,47.9,34.7,34.4,,-4.1,NA,NA,2018
UCF,Amer,32,19,97.4,93.5,0.6165,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,,-3.4,NA,NA,2018
Connecticut,Amer,33,16,107.8,101,0.6797,51,49.6,18.5,20,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,,-5.7,NA,NA,2019
East Carolina,Amer,31,10,98.8,105.2,0.3273,46.1,51,19,19.5,28.2,31,35.6,41.8,47.7,52,28.4,32.9,,-12.3,NA,NA,2019
Memphis,Amer,36,22,108.1,96,0.7973,51,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,,-1.4,NA,NA,2019
SMU,Amer,32,15,112.2,104.2,0.7021,51.2,50,16.6,17.5,33.4,31.6,27.8,29.5,51.3,48.2,34.1,35.1,,-6.4,NA,NA,2019
South Florida,Amer,37,24,101.8,95.4,0.6778,49.1,48.4,22.6,21.9,36.3,26.8,48.1,43.1,48.5,48.2,33.3,32.5,,-4.5,NA,NA,2019
Tulane,Amer,31,4,97,105,0.2856,47.1,50.6,21,15.1,27,30.9,32.8,31.6,46.7,50.7,31.8,33.6,,-17.2,NA,NA,2019
Tulsa,Amer,32,18,104.8,99.2,0.6507,51.2,48.1,18,17.6,23,29.4,43.4,30.3,51.3,47.3,34,32.8,,-3.5,NA,NA,2019
Wichita St.,Amer,37,22,106.5,94.7,0.7946,46.9,47.6,17.4,17.6,32.5,26.9,28.8,38.8,47.1,46.5,31,33,,-2.9,NA,NA,2019
Florida Gulf Coast,ASun,30,19,99.4,102,0.4261,48.2,45.3,17.7,17.3,34.4,32.1,33.1,34.6,47,45.8,33.9,29.6,,-5.1,NA,NA,2015
Jacksonville,ASun,29,,95.6,114.9,0.1067,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,,-17.6,NA,NA,2015
Kennesaw St.,ASun,30,8,91.3,113.1,0.0782,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,,-16.8,NA,NA,2015
Lipscomb,ASun,28,11,98,110.6,0.1987,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47,47.5,51.8,32.6,38.3,,-12,NA,NA,2015
Northern Kentucky,ASun,28,11,102.4,108.7,0.3348,51.2,50.6,17.8,16.6,28.5,30,30,45.3,51.9,49.2,33.4,35.5,,-12.1,NA,NA,2015
Stetson,ASun,28,6,93.9,114.3,0.0942,48.1,51.6,18.3,16.4,26.1,35.1,34.1,31.5,48.3,49.1,31.8,37.1,,-17.8,NA,NA,2015
USC Upstate,ASun,32,20,102,103.1,0.4677,49.5,47.1,16.9,20.3,35.2,33.5,30.4,30.3,49.2,46.6,33.2,31.9,,-6.8,NA,NA,2015
Jacksonville,ASun,28,12,100.3,108.4,0.2895,49.7,53.6,15.4,17.4,27,26.1,31.4,33.5,45,52.7,38.9,36.6,,-11.7,NA,NA,2016
Kennesaw St.,ASun,29,9,100.7,107.9,0.3109,48.7,53.2,18.5,18,28.3,34.6,33.5,39,47.2,54,35.1,34.5,,-13,NA,NA,2016
Lipscomb,ASun,31,10,101.5,109.1,0.3032,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37,,-16,NA,NA,2016
NJIT,ASun,34,19,100.7,104.6,0.3919,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,,-8.8,NA,NA,2016
North Florida,ASun,31,19,113.5,113.1,0.5103,57.9,51.8,15.3,14.4,24.1,33.4,28.7,27.1,54.7,51.8,40.9,34.6,,-5.1,NA,NA,2016
Stetson,ASun,30,8,103,113.7,0.2436,51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,49.4,54.7,36.2,35.9,,-16.6,NA,NA,2016
USC Upstate,ASun,28,7,100,114.3,0.1782,50.1,54.6,20.2,15.1,33.1,31.9,30.9,36.6,48.4,53.1,35.7,38.1,,-16.2,NA,NA,2016
Jacksonville,ASun,29,17,100.3,111.2,0.2332,53.8,56.6,18.5,20.9,26.3,28.5,34.6,36.8,50.4,56.5,38.8,37.8,,-11.8,NA,NA,2017
Kennesaw St.,ASun,30,14,100.9,109.3,0.2848,51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,47.7,52.8,41.2,37.3,,-13,NA,NA,2017
Lipscomb,ASun,30,20,106.3,106.3,0.4995,55,52,20.1,20.3,28.3,30.9,41.2,44.2,55.7,50.9,36,36,,-8.1,NA,NA,2017
NJIT,ASun,29,11,98,109.3,0.2211,48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,47.7,53.7,33.4,38.4,,-14.6,NA,NA,2017
North Florida,ASun,30,15,100.7,108.6,0.2957,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35,50.7,51.6,34.7,36.6,,-12.1,NA,NA,2017
Stetson,ASun,29,11,99.3,114.2,0.1659,49.9,52.9,14.9,15.1,21.1,33,32.6,32.2,49.9,52.6,33.4,35.6,,-16.3,NA,NA,2017
USC Upstate,ASun,29,17,102.1,111.5,0.2665,52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,52.8,51.2,34.6,33.2,,-10.5,NA,NA,2017
Florida Gulf Coast,ASun,32,23,105.8,103.2,0.5707,55.3,49.9,19.5,18.9,31.3,26.7,33.4,35.1,54.9,49.2,37.3,34,,-6.4,NA,NA,2018
Jacksonville,ASun,29,15,93.6,107.9,0.1636,49,51.9,19.2,17.8,25.9,29.7,30,28.4,48.8,53.3,33,33,,-13.1,NA,NA,2018
Kennesaw St.,ASun,28,10,98.3,111.9,0.1845,49.4,54.2,19.2,18.8,29.6,33.6,35,32.9,47.5,56.8,36.9,32.8,,-14.5,NA,NA,2018
NJIT,ASun,28,14,99.1,105,0.341,49.8,53,18.5,20.3,30,28.6,32.9,33.7,48.1,51.9,35.3,36.9,,-11.5,NA,NA,2018
North Florida,ASun,30,14,107.1,117.9,0.2496,53.6,54,19.3,13.7,25,35,27.7,23.5,51.5,54.3,37.5,35.4,,-10.9,NA,NA,2018
Stetson,ASun,28,12,97.8,111.3,0.1841,48.9,54.6,14.9,18.5,23.2,27.5,25,37,48.7,53.6,32.9,37.4,,-16.1,NA,NA,2018
USC Upstate,ASun,28,7,105.1,123,0.1413,50.1,59.5,16.1,15,27,30.8,21.6,36.1,49.3,56.7,34.1,43.1,,-19.5,NA,NA,2018
Florida Gulf Coast,ASun,30,14,99.9,104.8,0.3675,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,,-11.1,NA,NA,2019
Jacksonville,ASun,30,,97,106.3,0.2581,49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,51,50.3,31.2,37,,-14.3,NA,NA,2019
Kennesaw St.,ASun,30,5,91.2,108.9,0.1151,40.9,53.7,19,17.1,29.2,30.8,30.1,27.7,39.1,53.7,31.4,35.9,,-18.6,NA,NA,2019
Lipscomb,ASun,35,29,110.2,98.1,0.7929,54.8,48.4,17.8,19.6,26,23.8,36.3,27.9,53.8,48.5,37.5,32.1,,-0.5,NA,NA,2019
NJIT,ASun,34,22,99.7,103.6,0.3896,50.7,49,17.1,17.9,21.9,27.1,38.4,29.7,49.8,48.8,34.8,32.8,,-6.2,NA,NA,2019
North Alabama,ASun,29,10,94.1,104.8,0.2256,44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,44.4,52.6,29.7,35.1,,-14.7,NA,NA,2019
North Florida,ASun,31,16,102.5,103.8,0.4632,52.1,48.1,21.8,16.9,29.4,32.7,25.3,30.6,53.2,47.4,33.9,33.2,,-7.9,NA,NA,2019
Stetson,ASun,29,7,96,112.6,0.1379,45.5,54.5,17.5,18,27.9,32,25,33,45,54.2,31,36.6,,-17.7,NA,NA,2019
Illinois,B10,33,19,107.1,94.4,0.8103,47.6,48,15.2,19.7,30.2,28,31.2,30.4,44.4,47.3,35.5,32.9,,-0.6,NA,NA,2015
Michigan,B10,31,15,110.9,97.1,0.8226,49.4,50.9,15.6,19.4,25.5,31.2,26.6,26.7,47,50.8,35.3,34,,-2.4,NA,NA,2015
Minnesota,B10,32,17,111.2,97.6,0.8176,52.1,50.8,17.7,24.2,30,33.4,32.9,34.5,50.1,48.3,37.2,36.8,,-2.4,NA,NA,2015
Nebraska,B10,31,13,98.5,93.2,0.6543,46.2,46.8,19.4,20.6,26.7,30.3,36.5,38.5,48,44.7,28.4,33.4,,-5.3,NA,NA,2015
Northwestern,B10,32,15,105.7,100.8,0.6322,50.4,48.4,18.1,15.5,27.6,30.9,28.6,32.8,48.3,43.8,35.9,37.7,,-4.2,NA,NA,2015
Penn St.,B10,34,18,103.9,93.9,0.7617,48,45.3,18.2,17.8,29.7,31,34.7,41.5,46.8,43.6,33.4,32.6,,-3.6,NA,NA,2015
Rutgers,B10,32,10,96.4,98,0.4539,43.6,49.8,20.1,18.1,30.5,31.4,32.6,32,43.3,49.3,29.5,33.7,,-8.7,NA,NA,2015
Illinois,B10,34,15,105.5,102,0.5959,50.2,53.6,14.9,19,21.5,28.1,30.5,26.5,47.5,51,36.3,38.6,,-7.2,NA,NA,2016
Minnesota,B10,31,8,99.6,102.9,0.4079,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31,38.2,,-12.8,NA,NA,2016
Nebraska,B10,34,16,109,100.7,0.7133,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,,-5.5,NA,NA,2016
Northwestern,B10,32,20,109.8,99.2,0.7618,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35,51.6,43.4,35.8,34.5,,-2,NA,NA,2016
Ohio St.,B10,35,21,105.6,96.7,0.735,49.4,46.6,18.8,17.1,30.2,29.1,36,30.4,49,44.5,33.4,33.4,,-1.1,NA,NA,2016
Penn St.,B10,32,16,101.3,99.7,0.5465,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,,-4.8,NA,NA,2016
Rutgers,B10,31,6,97.5,106.7,0.261,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,,-14,NA,NA,2016
Illinois,B10,34,20,105.1,95.3,0.7555,50.6,49.9,18.3,18.5,28.6,26.3,32.5,30.1,48.5,49.6,36.1,33.7,,-1.5,NA,NA,2017
Indiana,B10,34,18,115.4,99.9,0.8408,55.2,48.7,21.4,15.7,36.4,28,34.1,36.8,54.1,47.7,38,33.7,,-1.1,NA,NA,2017
Iowa,B10,34,19,112.6,101,0.779,52.5,51,18.6,19.1,31.8,32.3,34.9,27.5,49.9,49.5,37.9,35.8,,-1.8,NA,NA,2017
Nebraska,B10,30,12,104.6,98.4,0.668,46,52,18.6,19.3,33.7,29.9,30,33.3,45.3,47.5,31.8,40.7,,-5.4,NA,NA,2017
Ohio St.,B10,32,17,111.2,99.4,0.7844,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,,-3.1,NA,NA,2017
Penn St.,B10,33,15,103.4,96.8,0.6811,47.2,49.2,17.9,20.3,26.6,30.6,32.8,31.2,45.4,46.5,33.9,36.3,,-4.9,NA,NA,2017
Rutgers,B10,32,15,100.8,98.2,0.5757,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,,-5.7,NA,NA,2017
Illinois,B10,31,14,110.7,101.7,0.727,49.8,53.3,18.8,23.2,34,31.3,33.1,47.9,49.8,54.1,33.2,34.5,,-6.5,NA,NA,2018
Indiana,B10,31,16,108.8,98,0.7685,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,,-2.9,NA,NA,2018
Iowa,B10,33,14,116.1,106.9,0.7202,54.3,53.1,18.7,15.5,34.1,28,35.4,28.1,53.3,51.2,37.5,37.6,,-5.7,NA,NA,2018
Maryland,B10,31,19,113.9,97.8,0.853,54.3,47.5,20.4,16.3,31.4,28.2,37.9,24,53.9,45.6,36.8,33.8,,-0.6,NA,NA,2018
Minnesota,B10,32,15,108.3,101.8,0.6706,48.7,50.5,15.5,16,30,29.5,35.1,27.1,47.1,47.3,34.6,37.5,,-5,NA,NA,2018
Nebraska,B10,33,22,110.4,96.1,0.8325,49.1,47,16,18.3,30.1,34,37.6,26.5,47.6,46.5,34.6,32.2,,1.9,NA,NA,2018
Northwestern,B10,31,15,109,99,0.7512,49.5,51,17.8,19,29.4,27.7,29.1,37,47.1,48.9,35.4,36.2,,-4.2,NA,NA,2018
Penn St.,B10,39,26,115,93.6,0.9148,52.6,48.3,17.3,19.5,31.7,28.2,31.5,32.1,49.8,46.7,38.7,34.2,,-0.5,NA,NA,2018
Rutgers,B10,33,15,98.1,95,0.589,43.6,48,17.2,20.5,33.3,29.1,30.5,30.8,43.4,47.6,29.6,32.5,,-6.8,NA,NA,2018
Wisconsin,B10,33,15,108.7,98.3,0.7618,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35,,-3.8,NA,NA,2018
Illinois,B10,33,12,109.7,99.1,0.7633,49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,48.2,53.6,34.5,33,,-5.5,NA,NA,2019
Indiana,B10,35,19,107.5,95.2,0.802,51,48.2,17.9,18.1,28.1,28.1,34.6,29.2,53.1,47.3,31.2,33.1,,0,NA,NA,2019
Nebraska,B10,35,19,112.5,98.1,0.8285,49.2,48.1,14.3,19.3,28.5,32.1,33,30,48.6,46.9,33.4,33.8,,0,NA,NA,2019
Northwestern,B10,32,13,101.2,92.8,0.7319,46.6,46.7,16.1,17.9,24.2,26.3,30.2,34,46.4,48,31.3,29.3,,-5.7,NA,NA,2019
Penn St.,B10,32,,109.9,92.8,0.8755,47.5,49.9,18.1,19.6,31.9,26.3,32.3,34.1,47.2,48.4,32,35.4,,-2.7,NA,NA,2019
Rutgers,B10,31,14,104.9,96.1,0.7336,47,49.2,19.1,17.4,33.4,27,31.7,32.4,47.2,47,31.2,35.3,,-3.5,NA,NA,2019
Kansas St.,B12,32,15,104.6,96.2,0.7242,47.8,49.7,20.9,20.2,34,31.4,46,41,46.9,49.5,33.5,33.5,,-2.6,NA,NA,2015
TCU,B12,33,18,107.6,94.2,0.821,47.9,44.1,18.4,20,37.5,33.4,46.5,48,47.5,42.2,32.7,33.5,,-2.6,NA,NA,2015
Texas Tech,B12,32,13,101.4,98.4,0.5857,45.7,49.2,21.8,20.1,34.6,32.6,46.1,36.5,44.5,48.2,32.3,33.9,,-6.2,NA,NA,2015
Kansas St.,B12,33,17,108.5,93.8,0.8431,47.6,49,20.3,20.8,37,31,42.5,40.4,48.7,50.4,30,31,,-1.3,NA,NA,2016
Oklahoma St.,B12,32,10,105.7,97,0.7298,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,,-6.7,NA,NA,2016
TCU,B12,33,12,100.1,97,0.5873,45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,43.7,50.2,33.5,34.8,,-6.7,NA,NA,2016
Oklahoma,B12,31,11,107,94.5,0.8062,47.4,50,19,18.5,30.8,29.8,36.7,33.5,45.7,47.1,34.3,36.5,,-4.5,NA,NA,2017
TCU,B12,38,24,114,97.1,0.8635,52.7,50.4,18.8,18.7,34.1,29.3,32.2,30.9,52.2,48.3,35.7,36.3,,0.2,NA,NA,2017
Texas,B12,33,11,103.5,93.6,0.7608,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30,51.3,47.7,29.2,32.5,,-5.7,NA,NA,2017
Texas Tech,B12,32,18,111.3,96.7,0.8348,52.9,50.8,16.5,20.3,30,25.7,35.6,35.6,51.9,48.9,36.7,35.5,,-1.1,NA,NA,2017
Baylor,B12,33,19,110.5,95.5,0.843,51.8,47.7,19.8,17.2,35.5,29.7,32.2,30.2,51.3,46.2,35.4,33.4,,0.1,NA,NA,2018
Iowa St.,B12,31,13,110.2,101.3,0.7249,49.9,51,17,16.4,29.5,30.6,29.8,26.5,47.9,51,35.8,33.9,,-4.3,NA,NA,2018
Oklahoma St.,B12,36,21,112.7,96.8,0.852,49.8,50,18.1,20.3,34.2,31.1,32.2,35.6,48.3,47.5,34.8,36.7,,0.1,NA,NA,2018
Oklahoma St.,B12,32,12,109.1,100.6,0.7177,50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,46,48.3,37.2,35.4,,-4.1,NA,NA,2019
TCU,B12,37,23,109.8,94.5,0.8486,52.1,48.4,19.2,18.6,31.2,28.7,31.7,27.7,52.3,49.9,34.6,30.4,,1.1,NA,NA,2019
Texas,B12,37,21,113.3,93.7,0.899,50.9,48.7,16.2,18.9,28.1,29.5,29.7,29.7,49.8,46.2,34.8,35.4,,-0.5,NA,NA,2019
West Virginia,B12,36,15,108.8,100.7,0.7087,47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,47.6,51.3,31.6,36.1,,-3.7,NA,NA,2019
Creighton,BE,33,14,109.6,99.8,0.745,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,47.6,46.9,34.6,38,,-5.8,NA,NA,2015
